Temperature 1 (K),Temperature 2 (K),Temperature 3 (K),Uncertainty (K),Time (s)
322.15,333.15,339.15,2.25,765
321.65,333.15,339.15,2.25,766
321.65,332.65,338.4,2.25,767
321.15,332.4,338.65,2.25,768
321.9,332.4,338.9,2.25,769
321.9,332.9,338.65,2.25,770
321.65,332.65,338.65,2.25,771
321.9,332.9,338.4,2.25,772
321.9,333.15,338.4,2.25,773
321.65,332.9,338.65,2.25,774
320.9,332.65,338.9,2.25,775
320.9,332.4,337.9,2.25,776
321.4,332.65,338.9,2.25,777
321.65,332.65,338.4,2.25,778
321.4,332.9,338.65,2.25,779
321.65,332.4,338.4,2.25,780
321.65,332.65,338.65,2.25,781
321.65,332.65,338.15,2.25,782
321.4,332.15,338.15,2.25,783
320.9,332.15,338.65,2.25,784
321.15,332.4,338.4,2.25,785
321.15,332.15,337.4,2.25,786
321.4,332.4,337.65,2.25,787
320.65,332.4,337.9,2.25,788
321.15,332.4,337.65,2.25,789
321.9,332.4,338.15,2.25,790
322.4,332.9,337.65,2.25,791
322.4,332.65,338.15,2.25,792
322.4,332.4,337.65,2.25,793
321.65,332.4,337.65,2.25,794
322.4,332.9,337.65,2.25,795
322.4,332.9,337.9,2.25,796
321.4,332.65,338.15,2.25,797
322.4,332.65,338.15,2.25,798
322.4,332.4,338.15,2.25,799
321.65,332.4,337.9,2.25,800
320.9,332.15,338.15,2.25,801
321.15,331.9,337.9,2.25,802
322.4,332.65,337.65,2.25,803
322.15,332.15,337.9,2.25,804
321.9,332.65,337.9,2.25,805
322.4,332.9,338.15,2.25,806
322.15,331.9,337.65,2.25,807
322.65,332.4,337.9,2.25,808
321.15,332.15,337.9,2.25,809
320.65,331.9,337.9,2.25,810
320.4,331.65,337.4,2.25,811
320.65,332.15,337.65,2.25,812
320.65,331.9,337.9,2.25,813
320.9,331.4,337.65,2.25,814
320.9,331.9,337.4,2.25,815
321.15,331.4,337.65,2.25,816
320.9,331.65,337.65,2.25,817
320.9,331.9,337.65,2.25,818
320.65,331.4,337.15,2.25,819
320.9,331.4,337.15,2.25,820
320.65,331.9,337.4,2.25,821
320.65,331.65,337.65,2.25,822
320.65,331.65,337.65,2.25,823
320.9,331.65,337.65,2.25,824
320.65,331.65,337.65,2.25,825
320.9,331.65,337.4,2.25,826
320.15,331.65,337.15,2.25,827
320.65,331.9,337.4,2.25,828
320.65,331.4,337.4,2.25,829
320.15,331.4,337.4,2.25,830
320.65,331.15,337.4,2.25,831
320.4,331.4,337.4,2.25,832
320.9,331.65,337.15,2.25,833
321.15,331.65,336.9,2.25,834
320.9,331.15,337.65,2.25,835
320.9,331.65,337.15,2.25,836
320.4,331.4,337.65,2.25,837
320.15,331.65,337.15,2.25,838
320.65,331.15,337.15,2.25,839
320.65,331.4,337.15,2.25,840
320.9,331.4,337.15,2.25,841
320.9,331.4,336.9,2.25,842
320.4,331.4,336.9,2.25,843
320.4,331.4,336.9,2.25,844
320.15,330.9,337.15,2.25,845
319.9,330.65,336.65,2.25,846
319.9,330.9,336.9,2.25,847
319.9,330.9,336.9,2.25,848
319.9,330.65,336.4,2.25,849
319.9,330.65,336.9,2.25,850
319.65,330.65,336.9,2.25,851
319.9,330.4,336.4,2.25,852
319.9,330.9,336.15,2.25,853
320.9,331.4,336.4,2.25,854
320.65,331.9,335.9,2.25,855
320.4,331.15,336.15,2.25,856
320.65,331.65,336.4,2.25,857
320.15,331.9,336.4,2.25,858
320.15,331.65,335.9,2.25,859
320.65,331.9,335.65,2.25,860
320.65,331.9,335.4,2.25,861
321.9,331.65,334.9,2.25,862
318.9,331.4,335.9,2.25,863
320.9,331.9,335.65,2.25,864
321.65,331.65,334.9,2.25,865
321.15,331.65,334.9,2.25,866
321.4,331.65,334.65,2.25,867
322.15,331.15,333.65,2.25,868
321.9,331.15,333.65,2.25,869
322.15,331.15,333.15,2.25,870
321.9,331.9,333.15,2.25,871
321.9,331.4,333.15,2.25,872
321.15,331.4,333.65,2.25,873
319.15,331.15,333.65,2.25,874
318.65,331.4,333.9,2.25,875
319.15,331.4,334.4,2.25,876
318.65,330.65,334.15,2.25,877
318.9,331.15,333.9,2.25,878
318.65,330.9,333.9,2.25,879
319.4,331.15,334.4,2.25,880
319.65,330.9,334.4,2.25,881
319.4,331.15,334.4,2.25,882
319.65,330.65,334.4,2.25,883
318.9,331.15,333.9,2.25,884
319.65,330.9,334.4,2.25,885
318.65,330.9,334.4,2.25,886
318.4,330.9,334.15,2.25,887
318.9,331.15,334.15,2.25,888
318.65,330.9,334.15,2.25,889
318.9,330.65,334.15,2.25,890
318.65,330.65,334.15,2.25,891
318.9,330.65,334.15,2.25,892
318.65,330.65,334.15,2.25,893
318.9,330.65,334.15,2.25,894
318.4,330.4,334.15,2.25,895
318.65,330.65,333.65,2.25,896
318.15,330.9,334.15,2.25,897
318.65,330.65,334.4,2.25,898
318.15,330.9,333.9,2.25,899
318.9,330.4,334.15,2.25,900
318.4,330.4,334.15,2.25,901
318.15,330.65,334.4,2.25,902
318.15,330.4,333.9,2.25,903
318.65,330.4,333.4,2.25,904
318.4,330.65,334.15,2.25,905
318.15,330.4,333.9,2.25,906
318.15,330.4,333.9,2.25,907
319.15,330.15,334.4,2.25,908
318.15,330.4,333.4,2.25,909
319.4,330.15,334.4,2.25,910
319.15,329.9,334.15,2.25,911
319.15,330.65,334.65,2.25,912
319.4,330.15,334.65,2.25,913
319.9,330.15,333.65,2.25,914
320.15,330.15,334.15,2.25,915
319.15,329.65,333.9,2.25,916
318.9,329.65,333.9,2.25,917
318.9,329.9,333.65,2.25,918
319.15,329.4,333.65,2.25,919
318.9,329.65,334.15,2.25,920
318.9,330.15,333.9,2.25,921
319.15,329.65,333.65,2.25,922
319.9,329.9,334.4,2.25,923
318.65,330.4,334.4,2.25,924
318.9,329.9,333.9,2.25,925
319.4,329.9,334.4,2.25,926
319.4,330.15,333.9,2.25,927
317.9,329.9,333.65,2.25,928
317.4,330.15,333.9,2.25,929
317.65,330.15,333.9,2.25,930
317.9,330.15,334.15,2.25,931
317.65,329.9,333.65,2.25,932
317.4,329.65,333.9,2.25,933
317.65,330.15,333.4,2.25,934
317.4,329.65,333.65,2.25,935
317.65,329.65,333.65,2.25,936
317.4,329.65,333.9,2.25,937
317.65,329.65,333.65,2.25,938
317.65,329.4,333.4,2.25,939
317.65,329.15,333.4,2.25,940
316.9,328.9,333.65,2.25,941
317.4,329.4,333.65,2.25,942
318.65,329.65,333.9,2.25,943
317.4,329.4,333.4,2.25,944
317.65,329.65,333.9,2.25,945
317.15,329.65,333.4,2.25,946
317.4,329.4,333.65,2.25,947
317.9,329.4,333.65,2.25,948
318.15,329.4,333.65,2.25,949
318.65,329.4,333.15,2.25,950
318.4,329.4,333.65,2.25,951
318.4,329.4,333.4,2.25,952
318.15,329.65,333.9,2.25,953
317.9,329.4,333.65,2.25,954
317.9,329.9,333.4,2.25,955
317.4,329.4,333.15,2.25,956
317.9,329.4,333.9,2.25,957
317.4,329.4,333.65,2.25,958
317.15,329.15,333.65,2.25,959
316.9,329.65,333.65,2.25,960
317.4,329.4,333.4,2.25,961
317.65,328.9,333.4,2.25,962
317.4,329.4,333.4,2.25,963
317.4,329.4,332.9,2.25,964
317.15,329.4,333.65,2.25,965
316.9,329.4,333.15,2.25,966
318.4,329.15,333.65,2.25,967
319.15,329.15,333.15,2.25,968
318.65,328.9,333.4,2.25,969
318.9,328.65,333.65,2.25,970
318.4,328.4,333.4,2.25,971
318.65,328.9,333.4,2.25,972
318.65,328.65,332.9,2.25,973
318.65,328.4,332.9,2.25,974
317.65,328.15,332.65,2.25,975
317.65,328.15,332.9,2.25,976
317.15,328.4,333.15,2.25,977
317.4,328.4,332.9,2.25,978
317.65,328.15,332.65,2.25,979
317.4,327.9,332.9,2.25,980
317.4,327.9,332.4,2.25,981
317.65,327.9,332.9,2.25,982
317.9,329.15,333.4,2.25,983
316.15,328.65,332.65,2.25,984
316.4,328.65,333.15,2.25,985
316.65,328.4,332.65,2.25,986
316.65,328.65,332.9,2.25,987
316.65,328.9,332.65,2.25,988
317.9,328.65,332.9,2.25,989
317.4,328.4,332.65,2.25,990
317.65,328.65,332.9,2.25,991
317.9,329.15,333.15,2.25,992
317.9,328.65,332.65,2.25,993
318.4,328.65,333.4,2.25,994
317.9,328.15,333.15,2.25,995
318.4,328.15,333.15,2.25,996
316.65,328.4,332.4,2.25,997
316.65,327.65,332.65,2.25,998
316.4,328.15,332.4,2.25,999
316.65,328.4,332.9,2.25,1000
316.4,327.9,332.9,2.25,1001
316.4,328.4,332.65,2.25,1002
316.4,328.4,332.15,2.25,1003
316.9,328.4,332.65,2.25,1004
316.65,327.9,332.65,2.25,1005
316.4,328.65,332.65,2.25,1006
316.65,328.65,332.65,2.25,1007
316.15,328.65,332.65,2.25,1008
316.65,328.4,332.65,2.25,1009
316.65,328.4,332.15,2.25,1010
317.4,327.9,332.4,2.25,1011
318.15,328.9,332.65,2.25,1012
317.65,328.15,332.9,2.25,1013
316.4,328.4,332.65,2.25,1014
316.4,328.4,332.15,2.25,1015
316.4,328.4,332.65,2.25,1016
316.4,327.9,332.65,2.25,1017
316.4,328.15,332.65,2.25,1018
316.4,328.4,331.65,2.25,1019
316.4,328.4,332.65,2.25,1020
315.9,327.9,332.15,2.25,1021
316.15,328.4,331.9,2.25,1022
316.15,328.4,331.9,2.25,1023
316.15,327.9,332.4,2.25,1024
318.4,327.4,332.65,2.25,1025
318.15,327.9,332.15,2.25,1026
317.4,328.15,332.65,2.25,1027
315.9,327.9,332.15,2.25,1028
316.15,327.9,332.15,2.25,1029
316.15,328.15,331.65,2.25,1030
317.15,327.9,332.4,2.25,1031
317.4,328.15,332.4,2.25,1032
316.65,327.65,332.65,2.25,1033
316.9,327.9,332.15,2.25,1034
315.9,327.9,332.4,2.25,1035
316.4,327.65,332.15,2.25,1036
316.9,327.4,332.4,2.25,1037
317.15,327.9,332.15,2.25,1038
317.15,328.15,331.9,2.25,1039
316.65,327.9,332.15,2.25,1040
316.65,327.65,332.4,2.25,1041
317.4,327.9,332.4,2.25,1042
317.4,327.4,332.4,2.25,1043
316.4,327.9,331.9,2.25,1044
316.9,327.9,332.15,2.25,1045
316.4,327.65,331.4,2.25,1046
316.9,327.9,332.4,2.25,1047
317.4,327.4,332.15,2.25,1048
316.9,327.65,331.65,2.25,1049
316.65,327.4,331.65,2.25,1050
316.9,327.4,332.15,2.25,1051
316.9,327.65,331.65,2.25,1052
316.9,327.65,331.9,2.25,1053
316.65,327.65,331.9,2.25,1054
316.65,327.15,331.65,2.25,1055
316.4,327.4,331.9,2.25,1056
316.4,326.65,331.4,2.25,1057
316.9,327.65,331.9,2.25,1058
316.4,327.4,331.9,2.25,1059
316.4,327.4,331.9,2.25,1060
316.9,326.9,331.65,2.25,1061
316.9,327.15,331.65,2.25,1062
315.9,327.4,331.65,2.25,1063
316.15,327.4,331.65,2.25,1064
316.15,327.15,331.4,2.25,1065
316.15,326.65,331.65,2.25,1066
316.15,327.4,331.65,2.25,1067
315.9,326.9,331.4,2.25,1068
315.15,327.15,331.4,2.25,1069
315.4,326.9,331.4,2.25,1070
315.9,326.9,331.4,2.25,1071
315.4,326.65,331.4,2.25,1072
316.65,327.4,331.65,2.25,1073
316.9,327.15,331.65,2.25,1074
316.65,326.65,331.65,2.25,1075
316.15,326.9,331.65,2.25,1076
316.65,326.9,331.15,2.25,1077
316.4,327.15,331.65,2.25,1078
316.9,327.15,331.4,2.25,1079
317.15,326.15,331.65,2.25,1080
316.4,326.9,331.4,2.25,1081
316.4,326.9,331.4,2.25,1082
314.9,326.9,331.15,2.25,1083
315.4,326.65,331.4,2.25,1084
315.15,326.9,331.15,2.25,1085
314.9,326.65,330.65,2.25,1086
314.9,326.9,330.9,2.25,1087
314.9,326.65,330.9,2.25,1088
314.9,326.9,331.4,2.25,1089
315.4,326.65,331.15,2.25,1090
315.15,326.65,330.9,2.25,1091
315.9,326.9,331.15,2.25,1092
315.65,326.9,330.9,2.25,1093
316.4,326.65,331.15,2.25,1094
315.9,326.65,331.15,2.25,1095
315.9,326.4,330.9,2.25,1096
316.4,326.9,330.9,2.25,1097
315.9,326.4,330.9,2.25,1098
316.4,326.65,330.9,2.25,1099
316.4,326.15,330.65,2.25,1100
316.65,326.15,330.65,2.25,1101
316.4,326.4,330.9,2.25,1102
315.9,326.15,330.9,2.25,1103
315.4,326.65,330.9,2.25,1104
315.9,326.15,330.9,2.25,1105
315.65,326.65,330.9,2.25,1106
315.4,326.4,330.9,2.25,1107
315.65,326.65,330.9,2.25,1108
316.15,325.9,330.9,2.25,1109
315.9,326.4,330.9,2.25,1110
316.4,326.15,330.65,2.25,1111
316.15,326.15,330.65,2.25,1112
315.4,326.4,330.65,2.25,1113
316.15,325.9,330.4,2.25,1114
315.9,326.65,330.65,2.25,1115
315.65,326.65,330.65,2.25,1116
315.9,326.4,330.65,2.25,1117
315.9,326.15,330.9,2.25,1118
315.65,326.4,330.15,2.25,1119
315.15,326.15,330.65,2.25,1120
315.9,326.4,330.15,2.25,1121
315.4,325.65,330.65,2.25,1122
314.9,326.15,330.65,2.25,1123
315.4,326.4,330.65,2.25,1124
315.4,326.4,330.4,2.25,1125
315.15,326.15,330.15,2.25,1126
315.15,325.9,330.4,2.25,1127
315.4,326.15,330.65,2.25,1128
315.65,326.15,330.4,2.25,1129
315.15,326.15,330.4,2.25,1130
315.4,325.9,330.15,2.25,1131
315.15,325.9,330.4,2.25,1132
314.9,326.15,330.4,2.25,1133
315.15,325.9,330.65,2.25,1134
315.9,326.15,330.15,2.25,1135
314.65,325.9,330.15,2.25,1136
314.9,326.15,330.65,2.25,1137
315.15,326.15,330.4,2.25,1138
315.4,326.4,329.9,2.25,1139
315.15,326.15,329.65,2.25,1140
315.15,326.15,330.65,2.25,1141
314.9,325.9,329.65,2.25,1142
315.15,325.9,330.4,2.25,1143
315.15,326.15,330.15,2.25,1144
315.15,325.9,330.4,2.25,1145
315.15,325.65,330.4,2.25,1146
314.65,325.65,330.15,2.25,1147
315.15,325.65,329.65,2.25,1148
314.4,325.65,329.4,2.25,1149
314.65,325.4,330.15,2.25,1150
314.9,325.9,329.4,2.25,1151
315.15,325.9,330.15,2.25,1152
314.9,325.4,329.9,2.25,1153
314.9,325.65,329.65,2.25,1154
314.65,325.65,330.15,2.25,1155
314.9,326.15,329.9,2.25,1156
314.9,325.65,330.4,2.25,1157
314.65,325.9,329.9,2.25,1158
314.65,325.9,329.65,2.25,1159
314.4,325.65,330.15,2.25,1160
314.9,325.65,329.9,2.25,1161
314.65,325.9,328.9,2.25,1162
314.4,325.65,329.4,2.25,1163
314.65,325.9,330.15,2.25,1164
314.4,325.9,330.15,2.25,1165
314.65,325.15,329.65,2.25,1166
314.4,325.15,329.9,2.25,1167
314.4,325.65,329.9,2.25,1168
313.65,325.4,329.65,2.25,1169
314.65,325.65,329.4,2.25,1170
314.4,325.4,329.65,2.25,1171
314.4,325.4,329.15,2.25,1172
314.65,325.15,329.65,2.25,1173
314.4,324.9,329.9,2.25,1174
314.4,325.4,329.4,2.25,1175
313.9,324.9,329.9,2.25,1176
314.65,325.4,329.65,2.25,1177
314.15,325.65,329.65,2.25,1178
314.15,325.4,329.15,2.25,1179
314.4,325.4,329.9,2.25,1180
313.9,324.9,329.65,2.25,1181
314.4,325.15,329.4,2.25,1182
313.9,325.4,329.65,2.25,1183
314.15,324.9,328.9,2.25,1184
314.15,325.4,329.65,2.25,1185
314.15,325.4,329.4,2.25,1186
313.9,324.9,329.65,2.25,1187
314.4,325.4,329.65,2.25,1188
314.4,324.65,329.4,2.25,1189
314.15,324.9,329.4,2.25,1190
313.9,324.9,329.4,2.25,1191
314.15,325.4,328.65,2.25,1192
313.4,324.65,329.15,2.25,1193
313.65,324.9,329.65,2.25,1194
313.65,325.15,329.4,2.25,1195
314.15,324.9,329.15,2.25,1196
314.15,324.9,329.65,2.25,1197
314.15,324.4,329.4,2.25,1198
313.9,324.65,329.15,2.25,1199
314.15,324.4,329.4,2.25,1200
314.15,325.4,328.9,2.25,1201
313.65,325.15,328.9,2.25,1202
314.15,324.9,328.9,2.25,1203
313.4,325.15,329.4,2.25,1204
313.9,325.15,329.65,2.25,1205
314.15,324.65,329.4,2.25,1206
313.65,325.15,329.4,2.25,1207
313.9,324.9,329.4,2.25,1208
313.9,325.15,329.15,2.25,1209
313.9,325.15,328.9,2.25,1210
313.65,324.9,328.9,2.25,1211
314.15,325.15,329.15,2.25,1212
313.65,324.9,328.9,2.25,1213
313.9,324.9,328.9,2.25,1214
313.9,324.65,329.4,2.25,1215
313.9,324.4,329.4,2.25,1216
313.9,324.9,328.9,2.25,1217
313.9,324.9,328.9,2.25,1218
313.9,324.15,329.15,2.25,1219
313.65,324.4,328.65,2.25,1220
313.4,324.4,328.9,2.25,1221
313.65,324.15,328.9,2.25,1222
313.65,324.9,329.15,2.25,1223
313.9,324.9,328.65,2.25,1224
313.9,324.15,329.15,2.25,1225
314.15,324.4,328.9,2.25,1226
313.65,324.4,328.65,2.25,1227
313.65,324.15,328.9,2.25,1228
313.9,323.9,328.9,2.25,1229
313.65,324.65,328.9,2.25,1230
313.4,324.65,328.9,2.25,1231
313.65,324.4,329.15,2.25,1232
313.4,324.65,328.4,2.25,1233
313.65,324.15,328.65,2.25,1234
313.4,324.65,328.4,2.25,1235
313.4,324.65,328.9,2.25,1236
313.4,324.4,328.4,2.25,1237
313.15,324.65,328.4,2.25,1238
313.65,324.4,328.9,2.25,1239
313.4,324.4,328.9,2.25,1240
313.4,324.4,328.9,2.25,1241
313.15,324.15,328.15,2.25,1242
313.15,323.4,327.9,2.25,1243
313.4,324.15,328.4,2.25,1244
313.4,324.15,328.65,2.25,1245
313.4,324.4,328.65,2.25,1246
313.15,323.9,328.4,2.25,1247
312.9,324.15,328.15,2.25,1248
313.15,324.4,328.65,2.25,1249
313.15,324.4,328.65,2.25,1250
313.4,324.4,328.15,2.25,1251
313.15,323.9,328.65,2.25,1252
313.15,324.15,328.4,2.25,1253
312.65,324.15,328.9,2.25,1254
313.15,323.65,328.15,2.25,1255
312.65,323.65,328.15,2.25,1256
313.4,324.4,328.4,2.25,1257
312.65,323.9,328.4,2.25,1258
313.15,324.15,327.9,2.25,1259
313.15,324.15,328.4,2.25,1260
313.15,324.4,328.4,2.25,1261
312.9,324.15,328.15,2.25,1262
312.9,323.65,328.15,2.25,1263
312.65,323.65,327.9,2.25,1264
312.9,323.9,328.4,2.25,1265
312.65,324.15,327.4,2.25,1266
312.65,323.65,328.65,2.25,1267
312.65,323.9,327.9,2.25,1268
312.9,323.65,328.4,2.25,1269
312.9,323.15,328.15,2.25,1270
313.15,323.4,327.9,2.25,1271
312.9,323.9,327.9,2.25,1272
312.9,323.9,327.65,2.25,1273
312.4,323.9,327.15,2.25,1274
312.65,323.65,327.4,2.25,1275
313.15,323.65,327.65,2.25,1276
312.9,323.4,327.65,2.25,1277
312.9,323.15,327.65,2.25,1278
312.9,323.4,327.9,2.25,1279
312.65,323.65,327.4,2.25,1280
312.65,323.9,327.65,2.25,1281
312.9,323.4,326.65,2.25,1282
312.65,323.15,327.4,2.25,1283
312.4,323.4,327.4,2.25,1284
312.4,323.4,327.65,2.25,1285
312.65,323.4,327.65,2.25,1286
312.65,322.9,327.15,2.25,1287
312.65,323.15,327.4,2.25,1288
312.65,323.4,327.4,2.25,1289
312.4,323.15,327.4,2.25,1290
312.4,322.9,326.9,2.25,1291
312.65,323.4,326.65,2.25,1292
312.4,323.15,327.15,2.25,1293
312.9,323.4,327.15,2.25,1294
312.65,322.9,327.15,2.25,1295
312.4,323.15,326.9,2.25,1296
312.4,323.4,327.15,2.25,1297
312.65,322.4,327.4,2.25,1298
312.4,322.65,327.15,2.25,1299
312.15,323.15,326.65,2.25,1300
312.4,322.9,327.15,2.25,1301
312.15,322.4,326.65,2.25,1302
312.4,323.15,326.65,2.25,1303
310.9,322.65,326.65,2.25,1304
310.9,322.9,326.15,2.25,1305
310.9,322.9,326.4,2.25,1306
311.65,322.65,326.65,2.25,1307
311.15,322.4,326.65,2.25,1308
311.15,322.9,326.65,2.25,1309
310.9,322.4,326.4,2.25,1310
310.9,322.4,326.65,2.25,1311
310.65,322.9,326.4,2.25,1312
310.65,322.9,326.65,2.25,1313
310.9,322.65,326.4,2.25,1314
310.65,322.65,326.65,2.25,1315
310.4,322.65,326.4,2.25,1316
311.15,322.9,325.9,2.25,1317
311.65,322.9,326.65,2.25,1318
311.65,322.4,326.65,2.25,1319
312.4,322.65,326.4,2.25,1320
310.65,322.65,326.4,2.25,1321
309.9,322.4,326.4,2.25,1322
310.15,322.4,326.4,2.25,1323
310.9,322.65,325.65,2.25,1324
310.65,322.4,325.9,2.25,1325
310.15,322.15,325.9,2.25,1326
310.4,322.4,326.15,2.25,1327
310.65,322.65,325.9,2.25,1328
310.4,322.15,326.15,2.25,1329
310.15,322.4,325.65,2.25,1330
310.65,322.4,326.15,2.25,1331
310.65,322.15,326.15,2.25,1332
310.4,322.65,325.65,2.25,1333
310.15,322.65,326.15,2.25,1334
309.9,322.15,326.15,2.25,1335
310.4,321.65,325.9,2.25,1336
310.4,322.15,325.65,2.25,1337
310.4,322.15,325.9,2.25,1338
310.15,321.9,326.15,2.25,1339
310.65,322.4,326.15,2.25,1340
310.9,321.9,326.15,2.25,1341
310.4,322.4,325.9,2.25,1342
309.9,322.4,326.15,2.25,1343
310.4,321.9,325.65,2.25,1344
310.4,321.4,325.9,2.25,1345
310.15,322.4,325.9,2.25,1346
310.4,321.9,325.4,2.25,1347
310.4,321.9,326.15,2.25,1348
309.9,322.15,325.65,2.25,1349
310.15,322.4,325.65,2.25,1350
310.4,322.4,325.9,2.25,1351
309.9,322.4,325.9,2.25,1352
310.15,321.65,325.65,2.25,1353
309.65,322.15,325.65,2.25,1354
309.65,322.4,325.9,2.25,1355
309.65,322.15,325.9,2.25,1356
310.15,321.9,325.9,2.25,1357
309.9,321.65,325.65,2.25,1358
310.15,322.15,325.65,2.25,1359
310.15,322.15,325.65,2.25,1360
309.65,321.65,325.65,2.25,1361
309.65,322.15,325.65,2.25,1362
309.9,321.9,325.4,2.25,1363
309.15,321.9,325.4,2.25,1364
309.9,322.15,325.15,2.25,1365
309.9,321.9,325.9,2.25,1366
309.65,321.4,325.65,2.25,1367
309.9,321.65,325.15,2.25,1368
309.65,321.4,325.15,2.25,1369
309.9,321.9,325.15,2.25,1370
309.15,321.65,325.4,2.25,1371
310.15,321.9,325.65,2.25,1372
310.9,321.4,325.65,2.25,1373
310.4,321.15,325.65,2.25,1374
311.15,321.9,325.65,2.25,1375
310.65,321.65,325.9,2.25,1376
310.15,320.9,325.65,2.25,1377
309.15,321.9,325.4,2.25,1378
309.9,321.65,325.4,2.25,1379
309.65,321.9,325.4,2.25,1380
310.65,321.9,325.65,2.25,1381
310.4,321.65,325.65,2.25,1382
310.65,321.9,325.65,2.25,1383
310.4,321.15,325.65,2.25,1384
310.65,321.4,325.65,2.25,1385
310.65,321.65,325.15,2.25,1386
311.15,321.65,325.65,2.25,1387
311.15,321.65,325.65,2.25,1388
310.9,321.9,325.4,2.25,1389
310.9,320.9,325.65,2.25,1390
310.65,321.4,325.15,2.25,1391
310.65,321.4,325.65,2.25,1392
310.9,321.9,325.15,2.25,1393
309.65,321.15,325.15,2.25,1394
310.15,321.4,324.9,2.25,1395
310.65,321.4,325.4,2.25,1396
310.15,321.65,325.4,2.25,1397
310.4,321.15,325.4,2.25,1398
310.4,321.4,325.4,2.25,1399
310.65,321.4,325.4,2.25,1400
310.9,321.4,325.4,2.25,1401
310.65,321.4,325.4,2.25,1402
310.9,321.4,324.4,2.25,1403
310.65,321.4,325.15,2.25,1404
310.4,321.9,324.4,2.25,1405
310.9,321.65,324.9,2.25,1406
310.65,321.4,325.4,2.25,1407
310.4,321.4,325.15,2.25,1408
310.65,320.9,324.9,2.25,1409
310.65,321.65,324.9,2.25,1410
310.9,321.4,325.4,2.25,1411
310.4,321.4,324.65,2.25,1412
310.4,320.9,325.4,2.25,1413
310.65,321.15,325.4,2.25,1414
310.65,321.4,325.4,2.25,1415
310.65,321.4,325.15,2.25,1416
310.65,321.15,325.4,2.25,1417
309.65,321.4,325.15,2.25,1418
310.15,321.15,324.9,2.25,1419
310.4,321.15,325.15,2.25,1420
310.4,321.15,325.15,2.25,1421
310.65,321.15,324.9,2.25,1422
310.4,320.9,324.65,2.25,1423
310.4,320.4,324.4,2.25,1424
310.4,321.15,325.4,2.25,1425
310.4,321.15,325.15,2.25,1426
310.4,320.4,325.15,2.25,1427
310.15,321.15,325.15,2.25,1428
310.4,321.15,324.65,2.25,1429
310.65,320.65,325.15,2.25,1430
310.65,320.65,325.15,2.25,1431
310.15,321.15,325.15,2.25,1432
309.9,320.9,324.65,2.25,1433
310.15,320.9,324.65,2.25,1434
310.15,320.65,324.65,2.25,1435
309.9,320.9,324.65,2.25,1436
310.15,320.9,324.9,2.25,1437
310.15,321.15,324.4,2.25,1438
310.4,320.9,325.15,2.25,1439
310.15,320.9,324.65,2.25,1440
310.15,321.15,325.15,2.25,1441
310.15,320.4,324.9,2.25,1442
310.15,321.15,325.15,2.25,1443
310.15,320.4,324.4,2.25,1444
310.4,320.9,324.9,2.25,1445
310.4,320.4,324.9,2.25,1446
310.4,319.9,324.9,2.25,1447
310.15,320.65,324.65,2.25,1448
309.9,320.9,324.9,2.25,1449
310.15,320.9,324.9,2.25,1450
309.65,320.15,324.4,2.25,1451
310.15,320.15,324.9,2.25,1452
309.4,320.65,324.9,2.25,1453
309.9,320.15,324.65,2.25,1454
309.9,320.4,324.4,2.25,1455
309.65,320.65,324.4,2.25,1456
309.15,320.65,324.4,2.25,1457
310.15,320.15,324.65,2.25,1458
309.9,320.4,324.65,2.25,1459
309.9,320.15,324.15,2.25,1460
309.4,320.4,324.65,2.25,1461
309.65,319.9,324.65,2.25,1462
309.4,319.65,324.4,2.25,1463
309.65,320.4,324.15,2.25,1464
309.4,320.4,324.65,2.25,1465
309.9,320.15,324.65,2.25,1466
309.65,319.9,324.15,2.25,1467
309.65,319.65,324.65,2.25,1468
309.65,320.15,324.4,2.25,1469
309.9,320.15,324.15,2.25,1470
309.65,320.4,324.65,2.25,1471
309.65,320.15,324.4,2.25,1472
309.4,319.9,324.15,2.25,1473
309.65,320.15,324.4,2.25,1474
309.4,320.4,324.65,2.25,1475
309.65,320.15,324.4,2.25,1476
309.65,319.9,324.4,2.25,1477
309.15,320.15,323.9,2.25,1478
309.65,320.4,324.4,2.25,1479
309.9,319.65,324.4,2.25,1480
309.15,319.9,324.4,2.25,1481
309.65,320.4,324.15,2.25,1482
309.4,319.9,324.15,2.25,1483
310.15,320.15,324.15,2.25,1484
309.65,319.9,324.15,2.25,1485
309.4,319.65,324.15,2.25,1486
309.4,319.65,323.9,2.25,1487
309.65,319.4,324.15,2.25,1488
308.9,319.9,324.15,2.25,1489
309.4,319.9,324.15,2.25,1490
309.15,319.9,324.4,2.25,1491
309.15,319.9,323.65,2.25,1492
309.65,320.15,323.9,2.25,1493
309.15,319.9,323.65,2.25,1494
309.15,319.9,323.4,2.25,1495
309.9,319.9,324.4,2.25,1496
309.4,319.4,324.15,2.25,1497
309.4,319.4,323.9,2.25,1498
309.4,319.65,323.9,2.25,1499
309.9,319.15,323.9,2.25,1500
308.9,319.15,323.9,2.25,1501
309.15,319.15,323.65,2.25,1502
309.15,319.65,323.9,2.25,1503
308.9,319.15,323.4,2.25,1504
308.65,319.15,323.9,2.25,1505
308.65,319.65,323.65,2.25,1506
309.15,319.9,323.65,2.25,1507
309.15,319.4,323.9,2.25,1508
309.15,319.65,323.65,2.25,1509
308.65,319.65,323.4,2.25,1510
