Temperature 1 (K),Temperature 2 (K),Temperature 3 (K),Uncertainty (K),Time (s)
334.65,336.15,337.4,2.25,23.75
334.9,336.15,337.4,2.25,24.0
334.65,336.15,337.65,2.25,24.25
334.65,336.4,337.9,2.25,24.5
334.9,335.4,337.65,2.25,24.75
335.15,336.15,337.4,2.25,25.0
334.65,335.9,337.15,2.25,25.25
335.15,335.9,337.9,2.25,25.5
334.9,336.15,337.9,2.25,25.75
334.9,335.65,337.4,2.25,26.0
334.9,336.15,337.4,2.25,26.25
334.9,335.9,337.65,2.25,26.5
334.9,335.9,337.9,2.25,26.75
334.4,335.9,337.15,2.25,27.0
334.65,336.15,337.9,2.25,27.25
334.9,336.15,337.15,2.25,27.5
334.65,335.65,337.4,2.25,27.75
334.4,336.15,337.65,2.25,28.0
334.65,335.65,337.65,2.25,28.25
334.65,335.9,337.4,2.25,28.5
334.15,335.4,337.9,2.25,28.75
334.15,335.9,337.4,2.25,29.0
334.65,335.9,337.4,2.25,29.25
334.9,335.65,337.65,2.25,29.5
334.65,335.65,337.9,2.25,29.75
334.4,335.65,337.65,2.25,30.0
334.4,336.15,337.4,2.25,30.25
334.15,335.65,337.65,2.25,30.5
334.4,335.65,337.15,2.25,30.75
334.65,335.9,337.9,2.25,31.0
334.65,335.65,337.65,2.25,31.25
334.4,335.65,337.4,2.25,31.5
334.65,335.9,337.4,2.25,31.75
334.65,335.65,337.65,2.25,32.0
334.15,335.4,337.15,2.25,32.25
334.4,335.65,337.15,2.25,32.5
334.65,335.65,337.9,2.25,32.75
334.15,335.65,337.4,2.25,33.0
334.4,335.15,337.4,2.25,33.25
334.65,335.15,337.15,2.25,33.5
334.4,335.65,337.15,2.25,33.75
334.4,335.4,337.65,2.25,34.0
334.15,335.65,337.4,2.25,34.25
334.65,335.4,337.65,2.25,34.5
334.65,335.65,336.9,2.25,34.75
334.4,335.65,337.65,2.25,35.0
334.4,335.9,337.4,2.25,35.25
334.4,335.65,337.15,2.25,35.5
334.4,335.15,337.65,2.25,35.75
334.4,335.65,337.4,2.25,36.0
334.4,335.65,336.9,2.25,36.25
334.4,335.4,337.15,2.25,36.5
334.15,335.9,337.65,2.25,36.75
334.15,335.65,337.4,2.25,37.0
334.4,335.65,337.4,2.25,37.25
333.65,335.9,337.15,2.25,37.5
334.4,335.65,337.65,2.25,37.75
334.4,335.65,337.4,2.25,38.0
334.65,335.4,337.65,2.25,38.25
334.4,335.4,337.9,2.25,38.5
334.4,335.65,337.9,2.25,38.75
334.9,335.9,338.15,2.25,39.0
334.65,335.65,337.15,2.25,39.25
334.15,335.65,337.65,2.25,39.5
334.65,335.65,337.9,2.25,39.75
334.4,335.65,338.15,2.25,40.0
334.65,335.4,338.15,2.25,40.25
334.65,335.65,337.9,2.25,40.5
334.65,335.4,338.15,2.25,40.75
334.4,335.4,337.9,2.25,41.0
334.4,335.65,338.15,2.25,41.25
334.15,335.65,338.15,2.25,41.5
334.4,335.65,338.15,2.25,41.75
334.4,335.4,337.9,2.25,42.0
334.4,335.15,337.65,2.25,42.25
333.9,335.15,338.15,2.25,42.5
334.65,335.15,337.65,2.25,42.75
334.15,335.4,338.15,2.25,43.0
334.4,335.4,337.9,2.25,43.25
334.4,335.4,337.65,2.25,43.5
334.4,335.65,338.15,2.25,43.75
334.4,335.65,337.4,2.25,44.0
333.65,335.9,337.9,2.25,44.25
334.4,335.65,337.9,2.25,44.5
334.15,335.4,337.65,2.25,44.75
333.9,335.4,337.9,2.25,45.0
334.4,335.15,337.9,2.25,45.25
334.15,335.4,338.15,2.25,45.5
334.15,334.9,337.4,2.25,45.75
334.15,335.4,337.65,2.25,46.0
334.4,335.4,337.9,2.25,46.25
334.65,335.9,337.65,2.25,46.5
334.15,335.4,337.4,2.25,46.75
334.15,335.15,337.9,2.25,47.0
333.9,335.15,337.65,2.25,47.25
333.4,334.9,337.65,2.25,47.5
334.15,335.15,337.9,2.25,47.75
334.15,335.65,337.65,2.25,48.0
334.15,335.65,337.65,2.25,48.25
334.15,335.4,337.9,2.25,48.5
334.15,335.4,338.15,2.25,48.75
333.9,334.9,338.15,2.25,49.0
334.15,334.9,337.9,2.25,49.25
334.15,335.4,337.4,2.25,49.5
334.15,335.4,337.65,2.25,49.75
333.65,335.15,337.9,2.25,50.0
333.9,335.65,337.65,2.25,50.25
333.9,334.9,337.65,2.25,50.5
334.15,334.9,337.9,2.25,50.75
334.15,335.15,337.65,2.25,51.0
333.9,335.4,337.65,2.25,51.25
333.9,335.4,337.65,2.25,51.5
334.15,335.4,337.9,2.25,51.75
333.9,335.15,337.65,2.25,52.0
334.15,335.4,337.9,2.25,52.25
333.9,335.4,337.4,2.25,52.5
333.9,335.15,337.9,2.25,52.75
333.9,334.9,337.65,2.25,53.0
333.9,335.4,337.4,2.25,53.25
334.15,335.15,337.4,2.25,53.5
333.9,335.65,337.65,2.25,53.75
333.65,335.4,337.65,2.25,54.0
333.9,335.15,337.9,2.25,54.25
333.4,335.15,337.65,2.25,54.5
333.65,334.9,337.9,2.25,54.75
333.4,335.4,337.4,2.25,55.0
333.9,334.65,337.65,2.25,55.25
333.65,335.4,337.4,2.25,55.5
333.9,334.9,337.9,2.25,55.75
333.9,335.15,337.65,2.25,56.0
333.9,334.9,337.4,2.25,56.25
333.9,334.9,337.9,2.25,56.5
333.4,335.15,337.4,2.25,56.75
333.65,334.65,337.15,2.25,57.0
333.4,334.65,337.65,2.25,57.25
333.4,334.65,337.9,2.25,57.5
333.65,335.4,337.4,2.25,57.75
333.65,334.9,337.65,2.25,58.0
333.65,334.9,337.4,2.25,58.25
333.4,334.9,337.9,2.25,58.5
333.9,334.65,337.65,2.25,58.75
333.65,334.9,337.9,2.25,59.0
333.65,334.9,337.65,2.25,59.25
333.4,334.9,337.4,2.25,59.5
333.4,334.9,337.9,2.25,59.75
333.4,334.9,337.9,2.25,60.0
333.65,334.4,337.4,2.25,60.25
333.15,335.15,337.9,2.25,60.5
333.4,334.65,337.4,2.25,60.75
333.4,334.9,337.9,2.25,61.0
333.65,334.9,337.65,2.25,61.25
333.4,335.15,337.65,2.25,61.5
333.4,334.9,337.9,2.25,61.75
333.15,334.65,337.15,2.25,62.0
333.4,334.9,337.65,2.25,62.25
333.4,334.9,337.4,2.25,62.5
332.9,335.15,337.65,2.25,62.75
332.9,334.4,337.4,2.25,63.0
333.15,334.9,337.9,2.25,63.25
332.65,334.9,337.4,2.25,63.5
332.9,334.9,337.4,2.25,63.75
333.15,334.4,336.9,2.25,64.0
332.9,334.9,337.65,2.25,64.25
333.4,334.9,337.4,2.25,64.5
333.4,334.4,337.4,2.25,64.75
333.4,334.65,337.15,2.25,65.0
333.15,334.9,337.65,2.25,65.25
333.15,335.15,337.15,2.25,65.5
333.4,334.9,337.4,2.25,65.75
332.65,334.9,337.4,2.25,66.0
332.4,334.9,337.4,2.25,66.25
332.65,334.4,336.65,2.25,66.5
333.15,334.4,337.15,2.25,66.75
333.4,334.15,336.9,2.25,67.0
333.15,333.9,337.4,2.25,67.25
332.65,334.9,337.4,2.25,67.5
332.65,334.65,337.15,2.25,67.75
333.15,334.65,337.15,2.25,68.0
332.9,334.65,337.4,2.25,68.25
333.15,334.9,336.9,2.25,68.5
332.9,334.65,337.4,2.25,68.75
332.9,334.65,336.9,2.25,69.0
333.15,334.4,337.15,2.25,69.25
332.9,334.65,337.4,2.25,69.5
332.9,334.15,337.15,2.25,69.75
332.9,334.65,337.15,2.25,70.0
332.9,335.15,337.4,2.25,70.25
332.9,334.15,337.65,2.25,70.5
332.9,334.65,336.9,2.25,70.75
332.65,334.4,337.65,2.25,71.0
332.9,334.65,337.15,2.25,71.25
332.65,334.65,337.65,2.25,71.5
333.15,334.9,337.15,2.25,71.75
332.9,334.9,336.4,2.25,72.0
332.65,334.4,336.9,2.25,72.25
332.9,334.65,337.15,2.25,72.5
332.65,334.4,336.4,2.25,72.75
332.4,334.15,336.65,2.25,73.0
332.4,334.15,336.65,2.25,73.25
332.65,334.15,336.9,2.25,73.5
332.4,334.15,336.9,2.25,73.75
332.65,334.4,337.4,2.25,74.0
332.65,334.9,337.15,2.25,74.25
332.65,334.4,336.9,2.25,74.5
332.65,334.4,337.4,2.25,74.75
332.4,334.15,336.4,2.25,75.0
332.15,334.15,337.15,2.25,75.25
332.4,334.9,336.9,2.25,75.5
332.65,334.4,337.15,2.25,75.75
332.4,334.15,337.15,2.25,76.0
332.4,334.4,337.4,2.25,76.25
332.4,334.65,337.15,2.25,76.5
332.4,334.15,337.15,2.25,76.75
332.4,334.4,336.9,2.25,77.0
332.65,334.65,336.9,2.25,77.25
332.9,333.9,337.4,2.25,77.5
332.65,334.15,336.9,2.25,77.75
332.4,334.15,337.4,2.25,78.0
332.4,334.15,336.65,2.25,78.25
332.15,334.15,337.15,2.25,78.5
332.65,334.4,337.15,2.25,78.75
332.4,333.9,337.15,2.25,79.0
332.4,334.4,337.15,2.25,79.25
332.4,334.4,336.9,2.25,79.5
332.15,334.65,337.15,2.25,79.75
332.15,334.15,336.9,2.25,80.0
332.65,334.15,337.4,2.25,80.25
332.4,334.4,336.65,2.25,80.5
332.15,334.15,336.9,2.25,80.75
332.4,334.15,336.9,2.25,81.0
332.65,334.65,336.9,2.25,81.25
332.4,333.9,337.15,2.25,81.5
332.65,333.9,337.15,2.25,81.75
332.15,334.4,336.9,2.25,82.0
332.4,334.4,336.4,2.25,82.25
332.4,334.4,336.65,2.25,82.5
332.4,333.9,336.9,2.25,82.75
332.4,334.4,336.65,2.25,83.0
332.15,334.15,336.65,2.25,83.25
332.15,333.9,336.65,2.25,83.5
332.15,334.65,336.15,2.25,83.75
332.15,334.15,336.4,2.25,84.0
332.15,333.9,336.65,2.25,84.25
331.9,333.9,336.65,2.25,84.5
332.15,334.15,337.15,2.25,84.75
332.15,333.9,336.4,2.25,85.0
332.15,333.9,336.65,2.25,85.25
332.15,333.9,336.65,2.25,85.5
332.4,333.9,336.9,2.25,85.75
332.4,333.9,336.9,2.25,86.0
332.15,333.4,336.9,2.25,86.25
332.4,333.9,337.15,2.25,86.5
331.9,333.9,337.15,2.25,86.75
332.4,334.4,336.9,2.25,87.0
332.4,333.65,336.9,2.25,87.25
332.4,333.9,336.65,2.25,87.5
332.4,334.15,337.15,2.25,87.75
332.15,333.65,337.15,2.25,88.0
332.4,334.15,336.65,2.25,88.25
332.15,333.65,337.15,2.25,88.5
332.15,334.15,336.65,2.25,88.75
332.15,333.9,336.9,2.25,89.0
332.15,333.65,336.9,2.25,89.25
332.4,333.9,336.65,2.25,89.5
332.15,333.9,336.65,2.25,89.75
332.15,333.9,336.65,2.25,90.0
331.9,333.9,337.15,2.25,90.25
332.15,333.9,336.4,2.25,90.5
332.15,333.9,336.65,2.25,90.75
332.15,333.9,336.9,2.25,91.0
332.4,333.9,336.9,2.25,91.25
332.15,333.9,336.65,2.25,91.5
332.15,333.9,336.9,2.25,91.75
332.4,333.65,337.15,2.25,92.0
332.15,333.9,337.15,2.25,92.25
332.15,333.9,336.15,2.25,92.5
332.15,333.65,336.9,2.25,92.75
332.15,333.9,336.9,2.25,93.0
331.9,333.9,336.65,2.25,93.25
332.15,333.4,336.9,2.25,93.5
332.15,333.9,336.65,2.25,93.75
331.9,333.65,336.9,2.25,94.0
332.15,333.65,336.9,2.25,94.25
332.15,333.65,336.9,2.25,94.5
332.15,333.9,336.9,2.25,94.75
332.15,333.9,336.9,2.25,95.0
332.15,333.65,337.15,2.25,95.25
332.15,333.65,336.9,2.25,95.5
332.15,333.65,336.65,2.25,95.75
331.9,333.65,336.9,2.25,96.0
332.15,333.4,336.9,2.25,96.25
332.15,333.4,336.9,2.25,96.5
332.15,333.65,336.4,2.25,96.75
332.15,333.9,335.9,2.25,97.0
331.9,333.4,336.65,2.25,97.25
331.65,333.4,336.65,2.25,97.5
331.9,333.9,336.65,2.25,97.75
332.15,333.4,336.4,2.25,98.0
331.9,333.65,336.9,2.25,98.25
331.9,333.65,336.9,2.25,98.5
332.15,333.4,335.9,2.25,98.75
331.9,333.4,336.4,2.25,99.0
331.9,333.9,336.65,2.25,99.25
331.9,333.4,336.9,2.25,99.5
331.9,333.15,336.4,2.25,99.75
332.15,333.65,336.65,2.25,100.0
332.15,333.15,336.9,2.25,100.25
331.9,333.65,336.4,2.25,100.5
331.9,333.65,336.9,2.25,100.75
331.9,333.4,336.4,2.25,101.0
332.4,333.65,336.65,2.25,101.25
331.65,333.4,336.9,2.25,101.5
332.4,333.9,336.9,2.25,101.75
331.65,333.4,336.15,2.25,102.0
331.9,333.65,335.9,2.25,102.25
332.15,333.15,336.15,2.25,102.5
331.9,333.65,336.65,2.25,102.75
331.65,333.65,336.4,2.25,103.0
331.65,333.15,336.4,2.25,103.25
331.9,333.65,336.65,2.25,103.5
331.9,333.65,336.15,2.25,103.75
331.9,333.15,336.15,2.25,104.0
331.9,333.65,336.65,2.25,104.25
332.15,333.15,336.15,2.25,104.5
331.65,333.65,336.9,2.25,104.75
332.15,333.15,336.4,2.25,105.0
332.15,333.4,336.65,2.25,105.25
332.4,333.15,336.65,2.25,105.5
331.9,333.4,336.9,2.25,105.75
331.9,333.65,336.4,2.25,106.0
332.15,333.15,336.4,2.25,106.25
331.9,333.4,336.4,2.25,106.5
331.9,333.4,336.65,2.25,106.75
331.9,333.65,336.65,2.25,107.0
331.9,333.65,335.9,2.25,107.25
331.9,333.4,336.65,2.25,107.5
332.15,333.15,336.4,2.25,107.75
331.9,333.65,336.65,2.25,108.0
331.9,333.65,336.65,2.25,108.25
331.9,333.15,336.4,2.25,108.5
331.9,333.15,336.65,2.25,108.75
331.9,333.65,336.65,2.25,109.0
331.9,333.4,336.65,2.25,109.25
332.15,333.65,336.65,2.25,109.5
331.9,332.9,336.4,2.25,109.75
331.9,333.15,336.65,2.25,110.0
332.15,333.4,336.9,2.25,110.25
332.15,333.4,335.9,2.25,110.5
331.65,332.9,336.65,2.25,110.75
331.9,333.15,335.65,2.25,111.0
331.65,333.15,336.65,2.25,111.25
332.15,333.15,335.65,2.25,111.5
332.4,332.9,336.15,2.25,111.75
331.9,333.65,336.15,2.25,112.0
331.9,333.4,336.4,2.25,112.25
331.9,333.4,336.15,2.25,112.5
331.9,333.15,336.15,2.25,112.75
331.9,333.15,336.15,2.25,113.0
331.9,332.9,336.65,2.25,113.25
332.15,332.65,336.65,2.25,113.5
331.9,333.15,336.65,2.25,113.75
332.15,332.9,336.15,2.25,114.0
331.9,333.15,335.65,2.25,114.25
331.9,333.15,336.65,2.25,114.5
331.9,332.9,336.4,2.25,114.75
331.9,332.9,336.65,2.25,115.0
331.9,333.15,336.65,2.25,115.25
331.9,332.9,336.4,2.25,115.5
331.9,333.4,336.4,2.25,115.75
331.9,332.9,335.65,2.25,116.0
332.15,332.9,335.9,2.25,116.25
332.15,333.15,335.4,2.25,116.5
332.15,332.65,336.15,2.25,116.75
332.15,333.4,336.65,2.25,117.0
331.9,332.9,335.65,2.25,117.25
331.9,332.9,336.4,2.25,117.5
331.9,333.15,336.15,2.25,117.75
331.65,332.65,335.9,2.25,118.0
332.15,332.9,336.15,2.25,118.25
332.15,332.9,335.9,2.25,118.5
331.65,333.15,336.4,2.25,118.75
331.4,332.65,336.4,2.25,119.0
331.9,332.65,335.4,2.25,119.25
332.15,333.15,336.15,2.25,119.5
331.9,332.9,335.9,2.25,119.75
331.65,332.65,335.9,2.25,120.0
331.15,332.4,335.9,2.25,120.25
331.65,333.15,335.15,2.25,120.5
331.4,332.4,336.15,2.25,120.75
331.65,332.9,335.9,2.25,121.0
331.9,332.65,335.9,2.25,121.25
331.9,332.65,335.65,2.25,121.5
331.65,332.9,335.9,2.25,121.75
331.9,332.9,335.9,2.25,122.0
331.9,332.9,335.9,2.25,122.25
331.65,333.15,335.4,2.25,122.5
331.4,332.65,335.65,2.25,122.75
331.4,332.15,335.15,2.25,123.0
331.9,332.9,335.4,2.25,123.25
331.4,332.9,335.9,2.25,123.5
331.4,332.65,335.15,2.25,123.75
331.4,332.9,335.65,2.25,124.0
331.15,332.9,335.4,2.25,124.25
331.9,332.65,335.4,2.25,124.5
331.65,332.4,334.9,2.25,124.75
331.65,331.9,335.65,2.25,125.0
331.15,332.65,335.65,2.25,125.25
331.65,332.65,335.9,2.25,125.5
331.9,332.65,335.15,2.25,125.75
331.15,332.4,335.65,2.25,126.0
331.4,332.65,335.65,2.25,126.25
331.4,332.4,335.4,2.25,126.5
331.4,332.65,335.4,2.25,126.75
331.65,332.4,335.65,2.25,127.0
331.15,332.15,335.4,2.25,127.25
331.65,332.9,335.4,2.25,127.5
331.9,332.65,335.65,2.25,127.75
331.15,332.15,335.65,2.25,128.0
331.4,332.15,335.15,2.25,128.25
331.15,332.65,335.65,2.25,128.5
331.9,332.9,335.4,2.25,128.75
331.65,332.4,335.9,2.25,129.0
330.9,332.15,335.65,2.25,129.25
331.15,332.4,335.65,2.25,129.5
331.4,332.65,335.65,2.25,129.75
331.4,332.15,335.65,2.25,130.0
331.4,332.9,335.65,2.25,130.25
331.65,332.4,335.15,2.25,130.5
331.65,332.9,335.65,2.25,130.75
331.65,332.4,335.4,2.25,131.0
331.4,332.4,335.15,2.25,131.25
331.9,332.4,335.4,2.25,131.5
330.9,332.4,334.9,2.25,131.75
331.4,332.4,335.65,2.25,132.0
331.4,332.4,335.15,2.25,132.25
331.4,332.65,335.65,2.25,132.5
331.65,332.4,335.4,2.25,132.75
331.4,332.65,336.15,2.25,133.0
331.15,331.9,335.65,2.25,133.25
331.4,332.65,336.15,2.25,133.5
331.65,332.4,336.15,2.25,133.75
331.4,332.65,335.9,2.25,134.0
331.65,332.65,336.4,2.25,134.25
331.65,332.65,335.9,2.25,134.5
331.65,332.4,336.4,2.25,134.75
331.65,332.4,336.4,2.25,135.0
331.9,332.65,335.9,2.25,135.25
331.4,332.65,336.4,2.25,135.5
331.65,332.4,336.4,2.25,135.75
331.15,332.4,336.4,2.25,136.0
331.15,332.15,336.15,2.25,136.25
331.9,332.65,336.4,2.25,136.5
331.4,332.4,335.4,2.25,136.75
331.15,332.4,336.15,2.25,137.0
331.65,332.4,336.4,2.25,137.25
331.4,332.4,336.4,2.25,137.5
331.65,332.15,335.9,2.25,137.75
331.4,332.65,336.4,2.25,138.0
331.15,332.4,335.9,2.25,138.25
331.9,332.4,336.15,2.25,138.5
331.4,332.4,336.15,2.25,138.75
331.4,332.4,335.65,2.25,139.0
331.65,332.4,335.65,2.25,139.25
331.65,332.9,335.9,2.25,139.5
331.65,332.65,336.15,2.25,139.75
331.4,332.4,336.15,2.25,140.0
331.65,332.4,335.9,2.25,140.25
331.65,331.9,335.65,2.25,140.5
331.65,332.4,335.9,2.25,140.75
331.65,332.15,336.15,2.25,141.0
331.4,332.4,335.9,2.25,141.25
331.15,332.4,336.15,2.25,141.5
331.4,332.15,336.4,2.25,141.75
331.4,332.4,336.15,2.25,142.0
331.4,331.9,336.4,2.25,142.25
330.9,332.4,335.4,2.25,142.5
331.4,332.15,335.65,2.25,142.75
331.15,331.9,335.15,2.25,143.0
331.15,332.15,335.15,2.25,143.25
331.15,332.15,335.65,2.25,143.5
331.15,332.15,335.65,2.25,143.75
331.15,332.15,335.65,2.25,144.0
331.15,332.4,335.65,2.25,144.25
331.15,332.15,335.65,2.25,144.5
331.15,332.15,335.65,2.25,144.75
331.15,331.9,335.65,2.25,145.0
331.4,332.4,334.65,2.25,145.25
331.4,331.9,335.65,2.25,145.5
331.4,332.15,334.9,2.25,145.75
330.9,332.4,335.15,2.25,146.0
330.9,332.15,335.4,2.25,146.25
331.15,331.9,335.65,2.25,146.5
331.15,332.15,335.65,2.25,146.75
331.4,332.15,335.65,2.25,147.0
330.9,331.65,335.15,2.25,147.25
331.15,331.9,335.4,2.25,147.5
330.9,331.9,335.15,2.25,147.75
331.4,331.9,335.15,2.25,148.0
330.9,332.4,335.4,2.25,148.25
331.15,332.15,335.4,2.25,148.5
331.15,332.15,335.65,2.25,148.75
331.15,332.15,335.65,2.25,149.0
330.65,331.9,335.4,2.25,149.25
330.9,332.15,335.4,2.25,149.5
331.4,332.15,335.65,2.25,149.75
331.15,331.65,334.9,2.25,150.0
330.9,331.9,335.4,2.25,150.25
331.15,331.65,335.65,2.25,150.5
330.9,331.65,335.15,2.25,150.75
330.9,332.15,334.9,2.25,151.0
330.9,331.9,335.4,2.25,151.25
331.4,331.9,335.4,2.25,151.5
331.15,331.9,335.4,2.25,151.75
330.9,331.9,335.4,2.25,152.0
330.9,331.9,335.4,2.25,152.25
331.15,331.9,335.4,2.25,152.5
330.65,332.15,335.4,2.25,152.75
330.9,332.15,335.4,2.25,153.0
330.4,331.4,334.9,2.25,153.25
330.9,331.9,334.9,2.25,153.5
330.65,331.9,335.4,2.25,153.75
330.9,332.15,335.4,2.25,154.0
330.9,331.9,335.4,2.25,154.25
330.9,331.9,335.4,2.25,154.5
330.65,332.15,335.15,2.25,154.75
330.65,331.65,335.4,2.25,155.0
331.15,331.9,335.4,2.25,155.25
330.9,331.9,335.4,2.25,155.5
330.65,331.65,335.15,2.25,155.75
330.4,331.65,335.4,2.25,156.0
330.9,331.9,334.9,2.25,156.25
330.65,331.65,335.15,2.25,156.5
330.9,331.9,335.4,2.25,156.75
330.9,332.15,335.4,2.25,157.0
330.9,331.9,335.4,2.25,157.25
330.65,332.15,334.9,2.25,157.5
330.4,331.9,335.4,2.25,157.75
330.65,331.9,335.15,2.25,158.0
330.65,331.4,334.9,2.25,158.25
330.65,331.9,334.4,2.25,158.5
331.15,331.65,334.4,2.25,158.75
330.65,331.65,334.9,2.25,159.0
330.9,331.9,335.15,2.25,159.25
330.9,331.4,334.9,2.25,159.5
330.65,331.65,335.4,2.25,159.75
330.65,331.9,335.4,2.25,160.0
330.4,331.4,335.4,2.25,160.25
330.4,331.4,335.15,2.25,160.5
330.15,331.15,334.9,2.25,160.75
330.4,331.4,334.65,2.25,161.0
330.65,331.4,335.15,2.25,161.25
330.65,331.4,335.4,2.25,161.5
330.65,331.65,334.9,2.25,161.75
330.9,331.65,334.9,2.25,162.0
330.65,331.9,334.9,2.25,162.25
330.4,331.4,335.15,2.25,162.5
330.4,331.65,335.15,2.25,162.75
330.4,331.4,334.9,2.25,163.0
330.9,331.65,334.9,2.25,163.25
330.4,331.4,335.15,2.25,163.5
330.4,331.4,335.15,2.25,163.75
330.9,331.65,335.15,2.25,164.0
330.9,331.65,335.15,2.25,164.25
330.65,331.65,334.9,2.25,164.5
330.4,331.65,335.15,2.25,164.75
330.9,331.65,335.15,2.25,165.0
330.4,331.4,334.65,2.25,165.25
330.9,331.4,335.4,2.25,165.5
330.9,331.15,335.15,2.25,165.75
330.65,331.4,334.9,2.25,166.0
330.65,331.4,335.15,2.25,166.25
330.65,331.15,335.15,2.25,166.5
330.65,331.4,334.9,2.25,166.75
330.65,331.65,334.4,2.25,167.0
330.65,331.4,334.65,2.25,167.25
330.65,330.9,335.15,2.25,167.5
330.65,331.4,335.15,2.25,167.75
330.65,331.4,334.65,2.25,168.0
330.65,331.4,335.15,2.25,168.25
330.65,331.15,335.15,2.25,168.5
330.65,331.65,335.15,2.25,168.75
329.9,331.15,335.15,2.25,169.0
330.65,331.15,334.9,2.25,169.25
329.9,331.15,335.15,2.25,169.5
330.4,331.15,334.65,2.25,169.75
329.9,331.4,335.15,2.25,170.0
330.4,330.9,335.15,2.25,170.25
330.65,331.65,335.15,2.25,170.5
330.4,331.4,335.15,2.25,170.75
330.4,330.9,335.4,2.25,171.0
330.65,331.15,335.15,2.25,171.25
330.15,331.4,335.15,2.25,171.5
329.9,331.15,335.15,2.25,171.75
330.4,331.15,334.9,2.25,172.0
330.4,331.15,334.4,2.25,172.25
330.4,331.15,334.65,2.25,172.5
330.65,331.15,335.15,2.25,172.75
329.9,330.9,334.4,2.25,173.0
330.4,331.15,335.15,2.25,173.25
330.4,331.15,335.15,2.25,173.5
