Temperature 1 (K),Temperature 2 (K),Temperature 3 (K),Uncertainty (K),Time (s)
324.9,324.15,329.9,2.25,417.75
324.9,324.65,329.65,2.25,418.0
324.4,324.15,329.4,2.25,418.25
324.9,324.4,329.65,2.25,418.5
324.65,324.4,329.9,2.25,418.75
324.9,324.15,329.9,2.25,419.0
324.9,324.4,329.65,2.25,419.25
324.65,324.4,329.9,2.25,419.5
324.9,324.65,329.65,2.25,419.75
324.9,324.4,329.65,2.25,420.0
324.65,324.4,329.65,2.25,420.25
324.65,324.15,329.9,2.25,420.5
324.9,323.9,329.9,2.25,420.75
324.65,324.4,329.9,2.25,421.0
324.65,324.65,329.4,2.25,421.25
324.65,323.9,329.65,2.25,421.5
324.65,324.4,329.9,2.25,421.75
324.65,324.4,329.9,2.25,422.0
325.15,324.9,329.9,2.25,422.25
324.65,324.4,329.9,2.25,422.5
324.4,324.4,329.65,2.25,422.75
324.65,324.65,329.4,2.25,423.0
324.65,324.4,329.9,2.25,423.25
324.9,324.15,329.15,2.25,423.5
324.65,324.9,329.9,2.25,423.75
324.65,324.4,329.9,2.25,424.0
324.65,324.4,329.65,2.25,424.25
324.65,324.4,329.9,2.25,424.5
324.65,324.15,329.65,2.25,424.75
324.65,323.9,329.15,2.25,425.0
324.65,324.15,329.4,2.25,425.25
324.65,324.15,329.15,2.25,425.5
324.4,324.15,329.15,2.25,425.75
324.65,324.15,329.4,2.25,426.0
324.65,324.4,329.65,2.25,426.25
324.4,323.9,329.4,2.25,426.5
324.65,324.4,329.4,2.25,426.75
324.65,323.9,329.15,2.25,427.0
324.65,323.9,329.4,2.25,427.25
324.9,324.15,329.65,2.25,427.5
325.15,324.15,329.65,2.25,427.75
324.9,324.15,329.9,2.25,428.0
324.4,324.15,328.9,2.25,428.25
324.4,324.65,329.4,2.25,428.5
324.15,324.4,329.4,2.25,428.75
324.15,324.4,329.65,2.25,429.0
324.9,323.9,329.9,2.25,429.25
324.15,324.4,329.65,2.25,429.5
324.4,323.9,329.9,2.25,429.75
324.65,323.9,329.65,2.25,430.0
324.65,323.65,329.65,2.25,430.25
324.4,324.65,329.4,2.25,430.5
324.4,324.65,329.65,2.25,430.75
324.65,324.4,329.65,2.25,431.0
324.4,324.15,329.65,2.25,431.25
324.4,323.65,329.15,2.25,431.5
324.15,324.15,329.65,2.25,431.75
324.65,324.15,329.65,2.25,432.0
324.4,324.15,328.65,2.25,432.25
324.65,324.4,329.9,2.25,432.5
324.4,324.15,329.15,2.25,432.75
324.65,323.9,329.4,2.25,433.0
324.4,324.15,329.15,2.25,433.25
324.4,323.9,329.65,2.25,433.5
324.4,324.15,328.9,2.25,433.75
324.65,324.15,329.4,2.25,434.0
324.15,323.9,329.65,2.25,434.25
324.65,323.9,329.15,2.25,434.5
324.15,324.15,329.4,2.25,434.75
324.4,323.65,329.4,2.25,435.0
324.15,324.15,329.15,2.25,435.25
323.9,324.15,329.15,2.25,435.5
324.4,323.9,329.4,2.25,435.75
324.65,324.4,329.4,2.25,436.0
324.15,324.15,329.4,2.25,436.25
324.15,323.65,329.65,2.25,436.5
324.4,323.65,329.65,2.25,436.75
324.15,324.15,329.4,2.25,437.0
323.9,324.15,329.65,2.25,437.25
324.65,323.9,329.65,2.25,437.5
324.65,323.65,329.65,2.25,437.75
323.9,323.65,329.65,2.25,438.0
324.65,323.9,329.65,2.25,438.25
324.65,323.65,329.9,2.25,438.5
324.15,324.15,329.4,2.25,438.75
324.4,323.9,328.9,2.25,439.0
324.15,324.15,328.9,2.25,439.25
324.15,324.15,329.4,2.25,439.5
324.15,323.65,329.9,2.25,439.75
324.15,323.9,328.9,2.25,440.0
324.4,324.15,329.15,2.25,440.25
324.4,323.65,329.15,2.25,440.5
324.4,323.9,328.9,2.25,440.75
324.4,324.15,329.65,2.25,441.0
324.65,324.15,329.15,2.25,441.25
324.4,323.65,329.15,2.25,441.5
324.4,323.65,329.15,2.25,441.75
324.4,323.9,329.15,2.25,442.0
324.4,323.4,329.65,2.25,442.25
324.4,323.65,329.15,2.25,442.5
324.65,323.9,329.15,2.25,442.75
324.15,323.9,329.9,2.25,443.0
324.15,323.9,329.15,2.25,443.25
324.4,323.4,329.65,2.25,443.5
324.4,323.9,329.65,2.25,443.75
324.15,324.15,329.65,2.25,444.0
324.4,323.4,329.65,2.25,444.25
323.9,324.15,329.65,2.25,444.5
324.15,323.65,329.65,2.25,444.75
323.9,324.15,329.15,2.25,445.0
324.4,323.65,329.4,2.25,445.25
324.65,323.9,329.65,2.25,445.5
324.15,323.9,329.65,2.25,445.75
324.65,324.15,329.15,2.25,446.0
323.9,323.65,329.15,2.25,446.25
324.15,323.9,329.15,2.25,446.5
323.65,323.9,329.4,2.25,446.75
324.15,323.9,329.15,2.25,447.0
324.4,323.15,329.4,2.25,447.25
323.9,323.4,329.4,2.25,447.5
323.9,323.15,329.4,2.25,447.75
324.4,323.9,329.4,2.25,448.0
324.15,323.65,329.15,2.25,448.25
323.65,323.65,329.15,2.25,448.5
323.65,324.15,328.9,2.25,448.75
324.4,323.9,329.4,2.25,449.0
324.4,323.9,329.65,2.25,449.25
324.15,323.9,328.9,2.25,449.5
324.15,323.9,329.4,2.25,449.75
324.4,323.4,329.4,2.25,450.0
324.15,323.9,329.65,2.25,450.25
324.15,323.65,329.4,2.25,450.5
324.4,323.65,329.65,2.25,450.75
323.9,323.65,329.4,2.25,451.0
324.4,323.4,329.4,2.25,451.25
324.15,323.15,328.9,2.25,451.5
324.15,323.4,329.65,2.25,451.75
324.4,323.65,329.15,2.25,452.0
324.15,323.9,329.4,2.25,452.25
324.15,323.65,328.65,2.25,452.5
323.9,323.65,329.15,2.25,452.75
323.9,323.65,329.15,2.25,453.0
323.65,323.65,329.15,2.25,453.25
324.15,323.4,328.9,2.25,453.5
324.4,323.65,329.15,2.25,453.75
324.15,323.65,329.4,2.25,454.0
324.4,323.65,329.4,2.25,454.25
323.9,323.9,329.15,2.25,454.5
323.65,323.65,329.4,2.25,454.75
324.4,323.65,328.9,2.25,455.0
323.4,323.65,329.4,2.25,455.25
323.65,322.9,328.9,2.25,455.5
323.4,323.9,328.65,2.25,455.75
323.9,323.4,329.15,2.25,456.0
323.65,323.15,328.9,2.25,456.25
323.9,323.9,328.4,2.25,456.5
324.15,323.65,329.4,2.25,456.75
324.15,323.9,328.9,2.25,457.0
324.15,323.4,328.9,2.25,457.25
324.15,323.65,329.4,2.25,457.5
323.9,323.65,328.9,2.25,457.75
324.15,323.65,329.4,2.25,458.0
323.65,323.15,328.65,2.25,458.25
323.9,323.65,328.9,2.25,458.5
323.9,323.65,329.15,2.25,458.75
324.15,323.65,328.4,2.25,459.0
324.15,323.15,328.9,2.25,459.25
323.9,323.4,328.9,2.25,459.5
323.9,323.65,329.4,2.25,459.75
324.15,323.65,328.9,2.25,460.0
323.65,323.65,328.4,2.25,460.25
323.9,323.4,329.15,2.25,460.5
324.15,323.65,328.9,2.25,460.75
323.65,323.4,328.9,2.25,461.0
324.15,323.4,328.65,2.25,461.25
323.9,323.65,329.15,2.25,461.5
324.15,323.4,329.15,2.25,461.75
324.15,323.15,329.15,2.25,462.0
324.15,323.65,328.9,2.25,462.25
324.15,323.4,328.65,2.25,462.5
323.65,323.4,328.4,2.25,462.75
324.15,323.4,328.65,2.25,463.0
323.4,323.15,328.9,2.25,463.25
323.9,323.65,329.4,2.25,463.5
323.9,323.4,329.15,2.25,463.75
323.4,323.65,329.15,2.25,464.0
323.65,323.4,329.15,2.25,464.25
323.4,323.4,329.15,2.25,464.5
323.9,323.4,328.65,2.25,464.75
323.9,322.9,329.15,2.25,465.0
323.65,323.15,328.9,2.25,465.25
323.9,323.4,328.9,2.25,465.5
323.4,323.4,329.4,2.25,465.75
324.15,323.4,328.9,2.25,466.0
323.9,322.9,328.9,2.25,466.25
324.15,323.65,329.15,2.25,466.5
323.65,323.15,329.15,2.25,466.75
323.4,322.9,329.15,2.25,467.0
323.9,323.4,328.9,2.25,467.25
323.65,323.4,328.65,2.25,467.5
323.9,323.15,329.15,2.25,467.75
323.9,323.4,328.9,2.25,468.0
324.15,323.65,329.15,2.25,468.25
323.9,323.4,329.15,2.25,468.5
323.9,323.15,329.4,2.25,468.75
323.9,323.4,329.15,2.25,469.0
323.65,322.9,329.4,2.25,469.25
323.65,323.4,328.9,2.25,469.5
324.15,323.65,328.9,2.25,469.75
323.9,323.4,328.9,2.25,470.0
323.65,323.15,329.15,2.25,470.25
323.65,323.15,328.4,2.25,470.5
323.4,323.15,328.65,2.25,470.75
323.65,322.9,329.15,2.25,471.0
323.65,323.15,328.15,2.25,471.25
323.9,322.9,328.9,2.25,471.5
323.65,323.4,328.65,2.25,471.75
323.65,323.15,329.4,2.25,472.0
323.65,323.4,328.65,2.25,472.25
323.65,323.15,329.4,2.25,472.5
323.65,322.9,328.9,2.25,472.75
323.65,322.9,328.4,2.25,473.0
323.15,323.15,329.15,2.25,473.25
323.65,323.4,328.4,2.25,473.5
323.65,323.4,328.9,2.25,473.75
323.4,323.65,328.9,2.25,474.0
323.65,322.9,328.4,2.25,474.25
323.65,323.15,328.65,2.25,474.5
323.15,322.9,328.9,2.25,474.75
323.9,323.65,328.9,2.25,475.0
323.4,323.15,329.15,2.25,475.25
323.15,323.4,328.65,2.25,475.5
323.4,322.9,328.9,2.25,475.75
323.4,322.9,328.9,2.25,476.0
323.65,322.9,328.65,2.25,476.25
323.65,322.65,328.65,2.25,476.5
323.4,323.15,328.65,2.25,476.75
323.65,323.15,329.15,2.25,477.0
323.15,323.4,328.4,2.25,477.25
323.4,323.15,329.15,2.25,477.5
323.4,323.4,328.65,2.25,477.75
323.65,322.9,328.65,2.25,478.0
323.65,323.15,328.9,2.25,478.25
323.9,323.15,328.9,2.25,478.5
323.4,323.4,328.9,2.25,478.75
323.15,323.15,329.15,2.25,479.0
323.65,323.15,328.9,2.25,479.25
323.15,323.4,328.9,2.25,479.5
323.65,322.9,328.9,2.25,479.75
323.4,323.4,328.65,2.25,480.0
323.65,322.9,328.9,2.25,480.25
323.4,322.9,329.15,2.25,480.5
323.4,322.4,328.65,2.25,480.75
322.9,323.4,329.15,2.25,481.0
323.15,322.9,328.9,2.25,481.25
323.15,323.15,328.9,2.25,481.5
323.4,322.9,328.9,2.25,481.75
323.4,322.4,328.4,2.25,482.0
323.15,322.65,328.9,2.25,482.25
323.65,323.15,328.65,2.25,482.5
322.65,323.15,328.9,2.25,482.75
323.65,322.9,328.9,2.25,483.0
323.9,323.15,328.9,2.25,483.25
323.4,322.9,328.4,2.25,483.5
323.65,322.9,328.65,2.25,483.75
323.4,322.15,328.65,2.25,484.0
323.4,322.65,329.15,2.25,484.25
323.15,322.9,329.15,2.25,484.5
322.9,322.65,328.9,2.25,484.75
323.4,322.9,328.9,2.25,485.0
322.9,323.15,328.9,2.25,485.25
323.4,322.65,329.15,2.25,485.5
323.15,323.15,328.65,2.25,485.75
323.4,322.65,328.9,2.25,486.0
323.15,322.9,329.15,2.25,486.25
323.15,323.15,328.65,2.25,486.5
323.4,323.15,328.9,2.25,486.75
323.4,323.15,328.4,2.25,487.0
323.4,323.15,328.65,2.25,487.25
323.4,322.9,328.4,2.25,487.5
323.15,322.65,328.9,2.25,487.75
323.4,323.15,328.65,2.25,488.0
323.4,322.65,328.15,2.25,488.25
323.4,322.65,328.65,2.25,488.5
323.4,322.9,328.65,2.25,488.75
322.9,322.9,328.65,2.25,489.0
323.15,323.15,328.15,2.25,489.25
322.9,323.15,328.4,2.25,489.5
323.4,322.9,328.9,2.25,489.75
323.15,322.9,328.9,2.25,490.0
322.9,322.4,328.9,2.25,490.25
323.15,323.15,328.65,2.25,490.5
323.15,322.9,328.9,2.25,490.75
323.15,323.15,328.4,2.25,491.0
323.4,322.9,328.9,2.25,491.25
323.15,322.4,328.4,2.25,491.5
323.4,322.9,328.9,2.25,491.75
322.9,322.4,328.9,2.25,492.0
322.9,322.9,328.65,2.25,492.25
323.65,322.9,328.15,2.25,492.5
322.9,322.4,328.15,2.25,492.75
322.9,322.4,328.65,2.25,493.0
322.9,322.65,328.4,2.25,493.25
323.15,323.15,328.65,2.25,493.5
323.15,321.9,328.65,2.25,493.75
323.15,322.65,328.4,2.25,494.0
323.15,322.4,328.65,2.25,494.25
322.4,323.15,328.4,2.25,494.5
323.15,322.65,328.65,2.25,494.75
323.4,322.9,328.65,2.25,495.0
322.9,322.4,328.4,2.25,495.25
322.65,322.4,328.9,2.25,495.5
323.4,322.9,327.9,2.25,495.75
323.4,322.9,328.15,2.25,496.0
323.4,322.65,328.9,2.25,496.25
322.9,322.9,328.65,2.25,496.5
323.4,322.65,328.65,2.25,496.75
323.4,322.4,328.15,2.25,497.0
323.4,322.65,328.4,2.25,497.25
323.4,322.4,328.65,2.25,497.5
322.9,322.9,328.15,2.25,497.75
323.15,322.65,328.4,2.25,498.0
322.9,322.4,328.65,2.25,498.25
322.65,322.9,327.9,2.25,498.5
323.4,321.65,328.65,2.25,498.75
322.9,322.4,328.65,2.25,499.0
323.4,322.4,327.9,2.25,499.25
323.4,322.9,328.4,2.25,499.5
322.65,322.15,327.65,2.25,499.75
323.65,322.65,328.4,2.25,500.0
323.15,322.4,328.15,2.25,500.25
323.15,322.9,328.4,2.25,500.5
322.65,322.65,328.4,2.25,500.75
322.9,322.4,328.15,2.25,501.0
322.9,322.4,328.65,2.25,501.25
323.4,321.9,328.15,2.25,501.5
322.65,322.4,327.65,2.25,501.75
322.9,322.15,328.4,2.25,502.0
322.9,322.15,328.4,2.25,502.25
323.15,322.65,328.4,2.25,502.5
323.15,322.4,328.4,2.25,502.75
322.65,322.65,328.65,2.25,503.0
323.15,322.65,328.4,2.25,503.25
322.9,322.65,328.4,2.25,503.5
323.15,322.65,328.15,2.25,503.75
323.15,322.4,327.9,2.25,504.0
322.65,322.65,328.4,2.25,504.25
322.9,322.65,328.4,2.25,504.5
322.9,322.4,328.4,2.25,504.75
323.15,322.4,328.4,2.25,505.0
322.9,322.9,327.9,2.25,505.25
322.4,322.15,327.65,2.25,505.5
323.15,322.4,328.4,2.25,505.75
322.65,322.65,328.15,2.25,506.0
323.15,322.65,327.9,2.25,506.25
323.15,321.65,328.15,2.25,506.5
323.15,322.15,328.4,2.25,506.75
323.15,322.15,328.4,2.25,507.0
323.15,322.4,328.4,2.25,507.25
322.9,322.15,328.4,2.25,507.5
323.15,322.65,328.65,2.25,507.75
323.15,322.4,328.4,2.25,508.0
323.15,322.4,328.4,2.25,508.25
323.15,322.65,328.15,2.25,508.5
323.15,322.15,328.15,2.25,508.75
323.15,322.65,328.15,2.25,509.0
322.9,321.9,327.9,2.25,509.25
322.65,322.4,328.15,2.25,509.5
322.9,321.9,327.65,2.25,509.75
322.9,322.65,328.15,2.25,510.0
322.9,322.15,328.15,2.25,510.25
323.4,322.9,327.9,2.25,510.5
323.15,322.9,327.65,2.25,510.75
322.9,322.4,328.15,2.25,511.0
322.9,321.9,327.65,2.25,511.25
322.9,322.15,327.65,2.25,511.5
322.9,322.4,327.9,2.25,511.75
322.65,322.15,327.9,2.25,512.0
322.65,322.4,327.65,2.25,512.25
322.65,321.65,328.15,2.25,512.5
322.9,322.4,328.15,2.25,512.75
322.65,322.4,327.65,2.25,513.0
322.9,322.4,328.15,2.25,513.25
322.9,322.15,328.15,2.25,513.5
322.9,322.15,327.65,2.25,513.75
322.9,322.65,328.15,2.25,514.0
322.9,322.15,327.9,2.25,514.25
323.15,322.65,328.15,2.25,514.5
323.15,322.15,328.15,2.25,514.75
322.9,322.15,327.4,2.25,515.0
322.9,322.65,328.15,2.25,515.25
322.9,322.15,327.9,2.25,515.5
322.9,321.9,327.9,2.25,515.75
322.9,322.4,327.9,2.25,516.0
322.9,322.4,328.15,2.25,516.25
322.9,321.9,327.65,2.25,516.5
322.9,322.4,328.15,2.25,516.75
322.65,321.9,327.65,2.25,517.0
322.9,322.4,327.65,2.25,517.25
322.15,322.4,327.9,2.25,517.5
322.4,322.4,328.15,2.25,517.75
323.15,322.15,327.9,2.25,518.0
322.65,322.65,327.4,2.25,518.25
322.9,322.15,327.65,2.25,518.5
322.9,322.15,327.65,2.25,518.75
322.9,321.9,328.15,2.25,519.0
322.9,322.15,327.9,2.25,519.25
322.4,321.65,327.65,2.25,519.5
321.9,321.9,327.9,2.25,519.75
322.9,322.15,328.15,2.25,520.0
322.65,322.4,327.9,2.25,520.25
322.65,321.65,327.65,2.25,520.5
322.9,322.4,328.15,2.25,520.75
322.65,322.15,327.9,2.25,521.0
322.9,322.15,327.65,2.25,521.25
322.15,322.15,327.65,2.25,521.5
322.4,322.4,328.15,2.25,521.75
322.9,322.15,327.9,2.25,522.0
322.9,322.4,327.65,2.25,522.25
322.4,322.4,327.9,2.25,522.5
322.9,322.15,327.9,2.25,522.75
322.9,322.15,327.4,2.25,523.0
322.4,322.15,327.9,2.25,523.25
322.4,322.15,327.4,2.25,523.5
322.65,322.15,328.15,2.25,523.75
322.4,321.65,327.15,2.25,524.0
322.9,321.65,327.9,2.25,524.25
322.9,322.4,327.65,2.25,524.5
322.9,322.65,327.65,2.25,524.75
322.9,321.9,327.9,2.25,525.0
322.4,322.4,327.4,2.25,525.25
322.9,322.4,327.9,2.25,525.5
322.65,321.9,327.9,2.25,525.75
322.65,321.65,328.15,2.25,526.0
322.9,321.65,327.9,2.25,526.25
322.9,322.15,327.9,2.25,526.5
322.65,321.9,327.9,2.25,526.75
322.65,321.65,327.4,2.25,527.0
322.4,322.65,327.9,2.25,527.25
322.4,321.9,327.4,2.25,527.5
322.65,322.15,327.4,2.25,527.75
322.4,321.9,327.9,2.25,528.0
322.65,321.65,327.4,2.25,528.25
322.4,322.15,327.65,2.25,528.5
322.4,321.4,327.15,2.25,528.75
322.15,321.4,327.4,2.25,529.0
322.4,322.15,327.65,2.25,529.25
322.4,322.15,327.9,2.25,529.5
322.65,321.9,327.9,2.25,529.75
322.4,321.9,327.9,2.25,530.0
322.65,321.65,327.9,2.25,530.25
322.65,321.9,327.65,2.25,530.5
322.4,321.65,327.9,2.25,530.75
322.15,321.9,327.9,2.25,531.0
322.65,321.9,327.4,2.25,531.25
322.9,321.65,327.65,2.25,531.5
322.65,321.9,327.65,2.25,531.75
322.9,322.15,327.9,2.25,532.0
322.4,321.9,327.9,2.25,532.25
322.4,322.15,327.9,2.25,532.5
322.65,321.9,327.15,2.25,532.75
322.4,322.15,327.65,2.25,533.0
322.9,321.65,327.9,2.25,533.25
321.9,321.65,327.4,2.25,533.5
322.65,321.65,327.9,2.25,533.75
322.9,321.65,327.65,2.25,534.0
322.65,322.15,327.4,2.25,534.25
322.9,322.15,327.65,2.25,534.5
322.15,321.65,327.4,2.25,534.75
322.9,322.15,327.65,2.25,535.0
322.4,321.9,327.15,2.25,535.25
322.4,322.4,327.9,2.25,535.5
322.4,322.15,327.65,2.25,535.75
322.65,321.9,328.15,2.25,536.0
322.9,321.65,327.65,2.25,536.25
322.65,321.9,327.65,2.25,536.5
322.9,321.65,327.4,2.25,536.75
322.15,321.9,327.15,2.25,537.0
322.15,321.9,327.65,2.25,537.25
322.65,322.15,327.9,2.25,537.5
322.15,321.65,327.9,2.25,537.75
322.65,321.9,326.9,2.25,538.0
322.65,321.65,327.9,2.25,538.25
322.65,322.15,327.15,2.25,538.5
322.4,321.65,327.4,2.25,538.75
322.4,321.65,327.4,2.25,539.0
322.65,321.65,327.9,2.25,539.25
322.65,321.65,327.4,2.25,539.5
322.65,321.9,327.4,2.25,539.75
322.65,321.9,327.65,2.25,540.0
322.9,321.9,327.65,2.25,540.25
322.65,321.9,327.9,2.25,540.5
322.4,321.9,327.65,2.25,540.75
322.4,321.9,327.9,2.25,541.0
322.9,321.65,327.4,2.25,541.25
322.9,321.65,327.65,2.25,541.5
322.4,321.65,327.15,2.25,541.75
322.15,322.15,327.4,2.25,542.0
322.4,321.65,327.4,2.25,542.25
322.4,321.9,328.15,2.25,542.5
322.15,321.9,327.65,2.25,542.75
322.65,321.65,327.9,2.25,543.0
322.65,321.4,327.65,2.25,543.25
322.9,321.9,327.4,2.25,543.5
322.4,321.65,327.65,2.25,543.75
321.9,321.65,327.65,2.25,544.0
322.65,321.4,327.9,2.25,544.25
321.9,321.4,327.65,2.25,544.5
322.4,321.9,327.4,2.25,544.75
322.15,321.9,327.4,2.25,545.0
322.15,321.65,327.65,2.25,545.25
322.65,321.9,327.65,2.25,545.5
322.4,321.9,327.15,2.25,545.75
322.65,321.4,327.9,2.25,546.0
322.4,321.65,327.4,2.25,546.25
322.65,321.9,327.65,2.25,546.5
322.65,321.4,327.65,2.25,546.75
322.65,321.9,327.15,2.25,547.0
322.65,321.65,327.65,2.25,547.25
322.4,321.9,327.9,2.25,547.5
322.9,321.9,327.4,2.25,547.75
322.65,321.4,327.4,2.25,548.0
322.15,321.15,327.65,2.25,548.25
322.4,321.9,327.65,2.25,548.5
322.65,321.65,327.15,2.25,548.75
322.15,321.65,327.4,2.25,549.0
322.15,321.65,327.15,2.25,549.25
322.65,321.4,327.65,2.25,549.5
322.4,322.15,327.65,2.25,549.75
322.65,321.9,327.15,2.25,550.0
322.65,321.65,327.9,2.25,550.25
322.65,321.9,327.65,2.25,550.5
322.4,321.65,327.65,2.25,550.75
322.65,321.4,327.15,2.25,551.0
322.65,321.9,327.65,2.25,551.25
322.65,321.65,327.4,2.25,551.5
321.9,321.65,327.65,2.25,551.75
322.65,321.65,327.65,2.25,552.0
322.4,321.15,327.9,2.25,552.25
321.9,321.15,327.15,2.25,552.5
322.15,322.15,327.65,2.25,552.75
322.65,321.4,327.65,2.25,553.0
322.4,321.15,327.65,2.25,553.25
322.65,321.4,327.9,2.25,553.5
322.15,321.15,327.9,2.25,553.75
322.4,321.65,327.15,2.25,554.0
322.15,321.65,327.65,2.25,554.25
322.15,321.15,327.15,2.25,554.5
322.4,321.4,327.65,2.25,554.75
322.65,321.65,327.65,2.25,555.0
322.65,321.65,327.4,2.25,555.25
322.65,321.4,327.4,2.25,555.5
322.15,321.15,327.15,2.25,555.75
321.9,321.4,327.15,2.25,556.0
321.9,321.65,327.65,2.25,556.25
321.9,321.65,326.9,2.25,556.5
322.65,321.4,327.65,2.25,556.75
322.65,321.4,327.65,2.25,557.0
322.4,321.4,327.65,2.25,557.25
322.65,321.4,327.65,2.25,557.5
322.65,321.4,327.4,2.25,557.75
322.4,321.65,327.65,2.25,558.0
322.15,321.15,327.15,2.25,558.25
322.65,321.15,327.15,2.25,558.5
322.15,321.65,327.15,2.25,558.75
322.15,321.4,327.65,2.25,559.0
322.4,321.65,327.65,2.25,559.25
322.4,321.15,327.65,2.25,559.5
322.65,321.65,327.15,2.25,559.75
322.4,321.65,327.4,2.25,560.0
322.15,321.4,326.9,2.25,560.25
322.15,321.4,327.15,2.25,560.5
322.65,321.4,327.65,2.25,560.75
322.65,321.4,327.65,2.25,561.0
322.4,321.4,327.4,2.25,561.25
322.65,321.15,327.4,2.25,561.5
322.15,321.4,327.4,2.25,561.75
321.9,321.4,327.15,2.25,562.0
322.4,320.9,327.4,2.25,562.25
322.15,321.4,327.15,2.25,562.5
322.15,321.65,327.15,2.25,562.75
322.4,321.15,327.15,2.25,563.0
322.15,321.4,327.4,2.25,563.25
322.4,321.65,327.65,2.25,563.5
321.9,321.4,327.15,2.25,563.75
322.4,321.4,327.4,2.25,564.0
322.15,321.9,327.65,2.25,564.25
322.4,321.4,327.65,2.25,564.5
322.4,321.65,327.4,2.25,564.75
322.15,321.65,327.4,2.25,565.0
322.15,321.4,327.4,2.25,565.25
322.65,321.65,327.65,2.25,565.5
322.4,321.15,327.4,2.25,565.75
322.4,320.9,327.4,2.25,566.0
322.4,321.15,327.9,2.25,566.25
322.4,321.65,327.4,2.25,566.5
321.9,321.15,327.4,2.25,566.75
322.15,321.4,326.9,2.25,567.0
322.65,321.15,326.9,2.25,567.25
322.15,321.65,326.9,2.25,567.5
322.65,320.9,327.4,2.25,567.75
322.65,321.65,326.9,2.25,568.0
322.15,320.9,327.65,2.25,568.25
322.15,320.9,327.15,2.25,568.5
321.9,321.4,327.9,2.25,568.75
322.4,321.4,326.9,2.25,569.0
322.4,321.4,326.9,2.25,569.25
322.4,321.4,326.9,2.25,569.5
322.15,320.65,327.4,2.25,569.75
322.65,320.4,327.65,2.25,570.0
322.65,321.15,326.9,2.25,570.25
322.15,321.65,327.65,2.25,570.5
322.4,321.4,327.4,2.25,570.75
321.9,321.4,327.15,2.25,571.0
322.65,321.4,327.4,2.25,571.25
322.15,321.15,327.4,2.25,571.5
322.65,320.65,326.9,2.25,571.75
322.4,320.9,326.9,2.25,572.0
322.65,321.4,327.15,2.25,572.25
322.4,320.9,327.4,2.25,572.5
321.9,321.15,327.4,2.25,572.75
322.15,321.65,326.65,2.25,573.0
322.4,320.9,327.15,2.25,573.25
322.15,321.15,327.65,2.25,573.5
322.15,321.65,327.4,2.25,573.75
322.4,320.65,327.4,2.25,574.0
322.15,321.4,327.4,2.25,574.25
321.9,321.4,327.4,2.25,574.5
322.4,321.4,327.4,2.25,574.75
322.4,320.9,327.4,2.25,575.0
322.4,321.4,327.4,2.25,575.25
322.4,321.4,327.4,2.25,575.5
321.9,321.15,326.9,2.25,575.75
322.4,320.9,327.15,2.25,576.0
322.4,321.4,327.4,2.25,576.25
321.9,320.65,326.65,2.25,576.5
322.4,321.4,327.4,2.25,576.75
322.4,321.15,326.9,2.25,577.0
322.4,321.4,326.65,2.25,577.25
322.15,321.65,327.15,2.25,577.5
321.65,321.15,327.15,2.25,577.75
322.15,321.15,327.15,2.25,578.0
322.4,321.15,327.15,2.25,578.25
322.4,321.4,326.65,2.25,578.5
322.4,321.4,327.15,2.25,578.75
321.9,320.9,326.65,2.25,579.0
322.4,321.15,326.9,2.25,579.25
322.4,321.15,327.15,2.25,579.5
322.15,321.15,326.9,2.25,579.75
322.4,320.9,327.15,2.25,580.0
322.15,320.9,327.4,2.25,580.25
322.4,320.9,326.65,2.25,580.5
321.9,320.9,327.15,2.25,580.75
322.4,321.15,326.9,2.25,581.0
321.9,320.65,326.9,2.25,581.25
322.15,320.65,326.65,2.25,581.5
322.15,321.15,326.9,2.25,581.75
322.4,321.15,327.4,2.25,582.0
322.4,321.15,327.15,2.25,582.25
321.9,320.65,327.15,2.25,582.5
322.4,320.65,327.15,2.25,582.75
322.4,321.15,327.15,2.25,583.0
322.4,321.15,327.4,2.25,583.25
321.9,320.9,327.15,2.25,583.5
322.4,320.4,326.4,2.25,583.75
322.4,320.15,326.9,2.25,584.0
322.15,321.15,326.9,2.25,584.25
322.15,320.4,326.9,2.25,584.5
321.65,321.4,327.4,2.25,584.75
321.9,320.65,326.9,2.25,585.0
322.4,320.9,326.9,2.25,585.25
322.4,321.15,326.9,2.25,585.5
322.4,321.15,327.15,2.25,585.75
322.4,320.9,327.15,2.25,586.0
322.15,321.4,326.9,2.25,586.25
321.9,320.9,327.15,2.25,586.5
321.9,321.15,327.15,2.25,586.75
322.15,321.15,327.4,2.25,587.0
322.15,321.15,327.15,2.25,587.25
321.65,321.15,327.15,2.25,587.5
321.65,321.15,327.15,2.25,587.75
322.4,320.65,327.15,2.25,588.0
322.15,320.9,326.65,2.25,588.25
321.9,321.15,326.65,2.25,588.5
322.15,321.15,326.9,2.25,588.75
321.9,320.9,327.4,2.25,589.0
322.15,320.15,326.9,2.25,589.25
321.9,320.9,326.65,2.25,589.5
322.15,320.9,327.15,2.25,589.75
322.15,320.9,327.15,2.25,590.0
322.15,320.9,327.15,2.25,590.25
321.65,321.15,327.15,2.25,590.5
322.15,320.9,327.15,2.25,590.75
322.15,321.15,327.4,2.25,591.0
321.65,320.9,327.15,2.25,591.25
321.65,320.9,327.15,2.25,591.5
322.15,320.9,326.65,2.25,591.75
